id,player_name,player_status,year_of_event,statement_made,event_description,platform,event_type,media_tone,post_status,media_coverage,sources,url,valid
244,Juju Smith-Schuster,Playing,2022.0,I know some people think I'm soft for doing TikTok. I don't care. I'm happy.,Smith-Schuster responds to criticism from NFL veterans about his social media presence detracting from his professionalism,Podcast,Controversy,Mixed,Available,Medium,"Bleacher Report, The Athletic, Yahoo Sports",https://theathletic.com/nfl/juju-smith-schuster-tiktok-criticism-response-podcast,
245,Will Anderson Jr.,Playing,2024.0,This is just the beginning. I haven't even scratched the surface of what I can do.,Anderson speaks after being named to his first Pro Bowl following a dominant sophomore season with the Houston Texans,Press Conference,Reflection,Positive,Available,Medium,"ESPN, Texans Wire, NFL Network",https://www.espn.com/nfl/story/_/id/39901744/will-anderson-jr-pro-bowl-reflection-texans,
246,Darian Thompson,Retired,2022.0,I want young players to know the league will move on without you fast. Protect your money and your mind.,Thompson speaks at an NFLPA financial literacy event about the realities of life after football for players who were not high-profile stars,Public Appearance,Support,Positive,Available,Low,"NFLPA, USA Today",https://www.usatoday.com/sports/nfl/darian-thompson-nflpa-financial-literacy-event,
247,Josh McDaniels,Retired,2023.0,I take full responsibility for the results in Las Vegas. The decisions were mine and they did not work.,Former Raiders head coach McDaniels gives his only public statement following his firing after a dismal 13-25 record with Las Vegas,Public Appearance,Apology,Negative,Available,High,"ESPN, Las Vegas Review-Journal, NFL Network",https://www.espn.com/nfl/story/_/id/38801034/josh-mcdaniels-fired-raiders-accountability-statement,
248,CJ Stroud,Playing,2024.0,My faith kept me grounded. Without that I don't think I survive the pressure of year one in this league.,Stroud reflects on his Offensive Rookie of the Year season and how his faith helped him manage the expectations placed on him as a top-two pick,Podcast,Reflection,Positive,Available,High,"ESPN, Texans Wire, The Athletic",https://theathletic.com/nfl/cj-stroud-faith-rookie-season-reflection-podcast,
249,Yannick Ngakoue,Free Agent,2023.0,Five teams in six years. At some point you stop asking why and just keep going.,Ngakoue reflects on his journeyman career in a candid interview after signing yet another one-year deal with his fifth NFL franchise,Podcast,Reflection,Mixed,Available,Low,"Pro Football Talk, Yahoo Sports",https://sports.yahoo.com/nfl/yannick-ngakoue-journeyman-career-reflection-podcast,
250,Keenan Allen,Playing,2024.0,At 31 I've still got it. If anything I know the game better now than I ever have.,Allen speaks about signing with the Chicago Bears and how his veteran experience can help develop Caleb Williams as a young quarterback,Press Conference,Reflection,Positive,Available,Medium,"ESPN, Bears Wire, Chicago Tribune",https://www.espn.com/nfl/story/_/id/39700882/keenan-allen-bears-signing-veteran-experience,
251,Jadeveon Clowney,Free Agent,2023.0,I'm not going to take a bad deal just to say I'm on a team. I know what I bring.,Clowney remains unsigned into the regular season and publicly declines what he describes as below-market offers from multiple teams,Twitter/X,Controversy,Mixed,Active,Medium,"Pro Football Talk, Bleacher Report, NFL Network",https://profootballtalk.nbcsports.com/2023/jadeveon-clowney-unsigned-market-value-twitter,
252,Marshon Lattimore,Playing,2024.0,I've been patient with this organization and I think it's time for a change of scenery.,Lattimore requests a trade from the Saints following years of injury setbacks and growing frustration with the team's direction,Twitter/X,Controversy,Negative,Active,High,"ESPN, Saints Wire, New Orleans Advocate",https://www.espn.com/nfl/story/_/id/39812044/marshon-lattimore-trade-request-saints,
253,Greg Olsen,Retired,2023.0,"When your kid beats cancer and then gets drafted by an NFL team, nothing else in life seems that hard.","Olsen reflects on his son TJ's heart condition, recovery, and subsequent NFL draft selection during an emotional sit-down interview",Public Appearance,Reflection,Positive,Available,High,"ESPN, SI.com, Associated Press",https://www.si.com/nfl/greg-olsen-son-tj-heart-nfl-draft-reflection,
254,Tyler Bass,Playing,2024.0,I let my team down. That missed kick is on me and I have to live with that.,Bass publicly takes responsibility for a crucial missed field goal in the playoffs that contributed to the Bills' elimination,Twitter/X,Apology,Negative,Active,High,"ESPN, Bills Wire, Buffalo News",https://www.espn.com/nfl/story/_/id/39400112/tyler-bass-missed-kick-apology-bills-playoffs,
255,Aaron Donald,Retired,2023.0,I won a Super Bowl. I did everything I set out to do. It was time to go out on top.,Donald reflects on his decision to retire at the peak of his powers during his official retirement announcement press conference,Press Conference,Reflection,Positive,Available,High,"ESPN, NFL Network, LA Times",https://www.espn.com/nfl/story/_/id/38100022/aaron-donald-retirement-press-conference-reflection,
256,Trace McSorley,Free Agent,2023.0,I've been on seven rosters. Every single time I get cut I come back harder. That's just who I am.,McSorley speaks candidly about the grind of being a journeyman backup quarterback in a feature interview about life on the NFL fringe,Podcast,Reflection,Positive,Available,Low,"Pro Football Talk, Yahoo Sports",https://sports.yahoo.com/nfl/trace-mcsorley-journeyman-backup-reflection-podcast,
257,Ezekiel Elliott,Free Agent,2023.0,Dallas will always be home. But I understand the business. No hard feelings.,"Elliott reflects on his release from the Cowboys after eight seasons, expressing gratitude while acknowledging the NFL's transactional nature",Twitter/X,Reflection,Mixed,Active,High,"ESPN, Dallas Morning News, NFL Network",https://www.espn.com/nfl/story/_/id/38200441/ezekiel-elliott-cowboys-release-reaction-twitter,
258,Nuk Hopkins,Playing,2022.0,Six games for something that has been legal in most states. Make it make sense.,Hopkins publicly criticizes the NFL's drug policy after receiving a six-game suspension for a PED violation he attributed to a tainted supplement,Twitter/X,Controversy,Negative,Active,High,"ESPN, Arizona Republic, NFL Network",https://www.espn.com/nfl/story/_/id/34100882/deandre-hopkins-suspension-drug-policy-criticism,
259,Drew Brees,Retired,2022.0,New Orleans gave me everything. I gave New Orleans everything. That city will be in my heart forever.,Brees delivers an emotional speech during his number retirement ceremony at the Superdome in front of a sold-out crowd,Public Appearance,Reflection,Positive,Available,High,"ESPN, New Orleans Advocate, NFL Network",https://www.espn.com/nfl/story/_/id/34801022/drew-brees-number-retirement-ceremony-saints,
260,Lavonte David,Playing,2023.0,Twelve years with one team. That means something to me even if the league doesn't celebrate it enough.,"David reflects on his loyalty to the Buccaneers during his contract extension signing, becoming one of the longest-tenured players with a single franchise",Press Conference,Reflection,Positive,Available,Medium,"Buccaneers Wire, NFL Network, Tampa Bay Times",https://www.nfl.com/news/lavonte-david-buccaneers-loyalty-contract-extension-press-conference,
261,Tua Tagovailoa,Playing,2024.0,I am choosing to step away to prioritize my long-term health. This was not an easy decision.,"Tagovailoa announces he is taking an indefinite leave from football following his fourth documented concussion, raising widespread concern about his future in the league",Press Conference,Reflection,Mixed,Available,High,"ESPN, Miami Herald, Associated Press",https://www.espn.com/nfl/story/_/id/40100882/tua-tagovailoa-health-leave-announcement-press-conference,
262,Tamba Hali,Retired,2023.0,I came from Liberia with nothing. Football gave me a life I never could have imagined. Never take it for granted.,Hali speaks at a youth empowerment event in Kansas City about his journey from a Liberian refugee camp to the NFL,Public Appearance,Reflection,Positive,Available,Low,"Kansas City Star, NFL Network",https://www.nfl.com/news/tamba-hali-liberia-youth-empowerment-event-reflection,
263,Elijah Mitchell,Playing,2023.0,I'm tired of people writing me off because of injuries. When I'm healthy I can play with anybody in this league.,Mitchell pushes back on narratives about his durability concerns during 49ers training camp after missing significant time in previous seasons,Press Conference,Controversy,Mixed,Available,Low,"49ers Wire, Pro Football Talk",https://profootballtalk.nbcsports.com/2023/elijah-mitchell-durability-pushback-49ers-camp,
264,Peyton Manning,Retired,2024.0,I told Eli he had to carry the ManningCast alone this week. He cried. I'm kidding. Mostly.,Manning jokes about his brother during a ManningCast promotional segment ahead of a primetime Monday Night Football matchup,Public Appearance,Humor,Positive,Available,Low,"ESPN, Pro Football Talk",https://www.espn.com/nfl/story/_/id/39900112/peyton-manning-eli-manningcast-promo-humor,
265,Miles Garrett,Playing,2025.0,I want to be somewhere that is building toward something real. I gave Cleveland everything I had.,"Garrett elaborates on his trade request in a sit-down interview, expressing admiration for Browns fans while making clear his desire to compete for a championship",Podcast,Reflection,Mixed,Available,High,"The Athletic, ESPN, NFL Network",https://theathletic.com/nfl/myles-garrett-trade-request-elaborates-podcast,
266,Darius Leonard,Playing,2023.0,I have had multiple back surgeries. I am not making excuses. I just want people to understand what I have been fighting through.,Leonard addresses the media about his prolonged injury struggles with the Colts after being benched and facing public criticism about his play,Press Conference,Reflection,Mixed,Available,Medium,"ESPN, Colts Wire, Indianapolis Star",https://www.espn.com/nfl/story/_/id/38301884/darius-leonard-injury-struggles-press-conference,
267,Jalen Hurts,Playing,2023.0,We didn't finish. That is on all of us but it starts with me. I will be better.,"Hurts takes accountability following the Eagles' Super Bowl LVII loss to the Chiefs, pledging to return stronger the following season",Press Conference,Apology,Mixed,Available,High,"ESPN, Philadelphia Inquirer, NFL Network",https://www.espn.com/nfl/story/_/id/38000882/jalen-hurts-super-bowl-loss-accountability-press-conference,
268,Kareem Hunt,Free Agent,2022.0,I made a terrible decision and I hurt someone. I have spent years trying to be a better man and a better example.,Hunt reflects on his 2018 assault incident and subsequent NFL suspension during a candid podcast interview about his journey back to the league,Podcast,Apology,Mixed,Available,Medium,"ESPN, The Athletic, Pro Football Talk",https://theathletic.com/nfl/kareem-hunt-assault-incident-reflection-podcast,
269,Kyle Juszczyk,Playing,2024.0,People always ask why a fullback is still in the league. Come watch practice and you'll understand.,Juszczyk jokes about the rarity of his position while addressing media at 49ers training camp after signing yet another contract extension,Press Conference,Humor,Positive,Available,Low,"49ers Wire, NFL Network, SF Chronicle",https://www.nfl.com/news/kyle-juszczyk-fullback-longevity-humor-49ers-camp,
